"mal_id","anime_title","score","members","start_date","url"
"1445","Mach GoGoGo","6.66","13274","19670402","https://myanimelist.net/anime/1445/Mach_GoGoGo"
"1482","D.Gray-man","8.03","629319","20061003","https://myanimelist.net/anime/1482/DGray-man"
"1486","Kodomo no Omocha (TV)","8.05","58018","19960405","https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV"
"1490","Ginga Tetsudou Monogatari","7.11","10804","20031004","https://myanimelist.net/anime/1490/Ginga_Tetsudou_Monogatari"
"1498","Black Blood Brothers","7.11","96829","20060908","https://myanimelist.net/anime/1498/Black_Blood_Brothers"
"1509","Mamotte! Lollipop","6.62","22794","20060702","https://myanimelist.net/anime/1509/Mamotte_Lollipop"
"1514","UFO Princess Valkyrie 3: Seiresetsu no Hanayome","6.94","6720","20050525","https://myanimelist.net/anime/1514/UFO_Princess_Valkyrie_3__Seiresetsu_no_Hanayome"
"1519","Black Lagoon: The Second Barrage","8.18","442777","20061003","https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage"
"1530","Kanon (2006)","7.97","250977","20061006","https://myanimelist.net/anime/1530/Kanon_2006"
"1538","Pumpkin Scissors","7.17","38587","20061003","https://myanimelist.net/anime/1538/Pumpkin_Scissors"
"1546","Negima!?","6.97","85561","20061004","https://myanimelist.net/anime/1546/Negima"
"1557","Shounen Onmyouji","7.56","52040","20061003","https://myanimelist.net/anime/1557/Shounen_Onmyouji"
"1559","Shijou Saikyou no Deshi Kenichi","8.07","271467","20061007","https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi"
"1562","Yamato Nadeshiko Shichihenge<U+2665>","7.73","146895","20061004","https://myanimelist.net/anime/1562/Yamato_Nadeshiko_Shichihenge<U+2665>"
"1571","Ghost Hunt","7.78","211993","20061004","https://myanimelist.net/anime/1571/Ghost_Hunt"
"1575","Code Geass: Hangyaku no Lelouch","8.70","1927271","20061006","https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch"
"1583","009-1","6.22","18672","20061006","https://myanimelist.net/anime/1583/009-1"
"1601","Red Garden","7.07","41765","20061004","https://myanimelist.net/anime/1601/Red_Garden"
"1602","Soukou no Strain","7.05","21137","20061102","https://myanimelist.net/anime/1602/Soukou_no_Strain"
"1607","Venus Versus Virus","6.37","28007","20070112","https://myanimelist.net/anime/1607/Venus_Versus_Virus"
"1609","Mai-Otome Zwei","7.26","18260","20061124","https://myanimelist.net/anime/1609/Mai-Otome_Zwei"
"1619","Negima!? Haru Special!?","7.08","18990","20061025","https://myanimelist.net/anime/1619/Negima_Haru_Special"
"1648","UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage","6.82","5663","20060721","https://myanimelist.net/anime/1648/UFO_Princess_Valkyrie_4__Toki_to_Yume_to_Ginga_no_Utage"
"1655","Nerima Daikon Brothers","7.30","8230","20060109","https://myanimelist.net/anime/1655/Nerima_Daikon_Brothers"
"1682","Baldr Force Exe Resolution","6.43","16251","20061110","https://myanimelist.net/anime/1682/Baldr_Force_Exe_Resolution"
"1691","Kaze no Stigma","7.20","416871","20070413","https://myanimelist.net/anime/1691/Kaze_no_Stigma"
"1696","Murder Princess","7.00","54063","20070328","https://myanimelist.net/anime/1696/Murder_Princess"
"1699","Romeo x Juliet","7.61","169981","20070405","https://myanimelist.net/anime/1699/Romeo_x_Juliet"
"1726","Devil May Cry","6.95","282272","20070614","https://myanimelist.net/anime/1726/Devil_May_Cry"
"1732","Negima!? Natsu Special!?","7.10","16966","20061122","https://myanimelist.net/anime/1732/Negima_Natsu_Special"
"1774","HeatGuy J Special","6.95","2406","20030926","https://myanimelist.net/anime/1774/HeatGuy_J_Special"
"1810","Kyoushirou to Towa no Sora","6.44","40354","20070105","https://myanimelist.net/anime/1810/Kyoushirou_to_Towa_no_Sora"
"1815","Shakugan no Shana Movie","7.38","59747","20070421","https://myanimelist.net/anime/1815/Shakugan_no_Shana_Movie"
"1818","Claymore","7.75","603201","20070404","https://myanimelist.net/anime/1818/Claymore"
"1860","Tokyo Majin Gakuen Kenpucho: Tou","7.10","80385","20070119","https://myanimelist.net/anime/1860/Tokyo_Majin_Gakuen_Kenpucho__Tou"
"1881","Sasami: Mahou Shoujo Club","6.62","7138","20060413","https://myanimelist.net/anime/1881/Sasami__Mahou_Shoujo_Club"
"1882","Sasami: Mahou Shoujo Club 2","6.73","3964","20061005","https://myanimelist.net/anime/1882/Sasami__Mahou_Shoujo_Club_2"
"1887","Lucky<U+2606>Star","7.74","588875","20070408","https://myanimelist.net/anime/1887/Lucky<U+2606>Star"
"1941","Moonlight Mile 1st Season: Lift Off","7.17","10052","20070304","https://myanimelist.net/anime/1941/Moonlight_Mile_1st_Season__Lift_Off"
"1953","Code Geass: Hangyaku no Lelouch Picture Drama","6.94","47660","20070127","https://myanimelist.net/anime/1953/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama"
"1964","Sakura Taisen: Ecole de Paris","6.40","3563","20030319","https://myanimelist.net/anime/1964/Sakura_Taisen__Ecole_de_Paris"
"1999","Sakura Taisen: Sumire","6.38","2802","20021218","https://myanimelist.net/anime/1999/Sakura_Taisen__Sumire"
"2002","Heroic Age","7.53","102959","20070402","https://myanimelist.net/anime/2002/Heroic_Age"
"2025","Darker than Black: Kuro no Keiyakusha","8.08","846883","20070406","https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha"
"2030","El Cazador de la Bruja","7.22","48878","20070403","https://myanimelist.net/anime/2030/El_Cazador_de_la_Bruja"
"2104","Seto no Hanayome","7.70","299242","20070402","https://myanimelist.net/anime/2104/Seto_no_Hanayome"
"2107","One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi","7.33","57813","20070303","https://myanimelist.net/anime/2107/One_Piece_Movie_8__Episode_of_Alabasta_-_Sabaku_no_Oujo_to_Kaizoku-tachi"
"2125","Yuu<U+2606>Yuu<U+2606>Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou","7.25","11803","19940921","https://myanimelist.net/anime/2125/Yuu<U+2606>Yuu<U+2606>Hakusho__Eizou_Hakusho_-_Ankoku_Bujutsukai_no_Shou"
"2126","Yuu<U+2606>Yuu<U+2606>Hakusho: Eizou Hakusho II","7.31","11877","19951216","https://myanimelist.net/anime/2126/Yuu<U+2606>Yuu<U+2606>Hakusho__Eizou_Hakusho_II"
"2152","Oh! Edo Rocket","7.21","11656","20070404","https://myanimelist.net/anime/2152/Oh_Edo_Rocket"
"2159","Ookiku Furikabutte","7.91","92083","20070413","https://myanimelist.net/anime/2159/Ookiku_Furikabutte"
"2198","Aa! Megami-sama!: Sorezore no Tsubasa Specials","7.51","24020","20070223","https://myanimelist.net/anime/2198/Aa_Megami-sama__Sorezore_no_Tsubasa_Specials"
"2205","Bakuretsu Tenshi: Infinity","6.77","14934","20070323","https://myanimelist.net/anime/2205/Bakuretsu_Tenshi__Infinity"
"2212","Bakuretsu Tenshi: Infinity Special","6.68","5525","20070323","https://myanimelist.net/anime/2212/Bakuretsu_Tenshi__Infinity_Special"
"2216","Shigurui","7.38","108058","20070719","https://myanimelist.net/anime/2216/Shigurui"
"2236","Toki wo Kakeru Shoujo","8.14","706660","20060715","https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo"
"2251","Baccano!","8.39","811309","20070727","https://myanimelist.net/anime/2251/Baccano"
"2267","Red Garden: Dead Girls","6.36","7683","20070808","https://myanimelist.net/anime/2267/Red_Garden__Dead_Girls"
"2286","Little Nemo","7.22","8972","19890715","https://myanimelist.net/anime/2286/Little_Nemo"
"2418","Stranger: Mukou Hadan","8.28","296053","20070929","https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan"
"2494","Goshuushou-sama Ninomiya-kun","6.69","92397","20071005","https://myanimelist.net/anime/2494/Goshuushou-sama_Ninomiya-kun"
"2580","Tsukuyomi: Moon Phase Special","6.63","11167","20060222","https://myanimelist.net/anime/2580/Tsukuyomi__Moon_Phase_Special"
"2589","Black Cat (TV): Toozakaru Neko","7.10","20681","20060726","https://myanimelist.net/anime/2589/Black_Cat_TV__Toozakaru_Neko"
"2619","Spider Riders: Oracle no Yuusha-tachi","6.57","8196","20060405","https://myanimelist.net/anime/2619/Spider_Riders__Oracle_no_Yuusha-tachi"
"2683","Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku","7.23","34154","20070727","https://myanimelist.net/anime/2683/Tokyo_Majin_Gakuen_Kenpucho__Tou_Dai_Ni_Maku"
"2685","Tsubasa: Tokyo Revelations","8.29","88166","20071116","https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations"
"2688","Akai Koudan Zillion","6.60","4733","19870412","https://myanimelist.net/anime/2688/Akai_Koudan_Zillion"
"2746","Vexille: 2077 Nihon Sakoku","6.92","18144","20070818","https://myanimelist.net/anime/2746/Vexille__2077_Nihon_Sakoku"
"2759","Evangelion: 1.0 You Are (Not) Alone","8.02","469216","20070901","https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone"
"2765","Momotarou: Umi no Shinpei","5.17","2176","19450412","https://myanimelist.net/anime/2765/Momotarou__Umi_no_Shinpei"
"2772","Juushin Enbu: Hero Tales","6.84","24989","20071008","https://myanimelist.net/anime/2772/Juushin_Enbu__Hero_Tales"
"2787","Shakugan no Shana II (Second)","7.57","289599","20071005","https://myanimelist.net/anime/2787/Shakugan_no_Shana_II_Second"
"2795","Dragonaut: The Resonance","6.62","70750","20071004","https://myanimelist.net/anime/2795/Dragonaut__The_Resonance"
"2904","Code Geass: Hangyaku no Lelouch R2","8.91","1521953","20080406","https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2"
"2966","Ookami to Koushinryou","8.24","724140","20080109","https://myanimelist.net/anime/2966/Ookami_to_Koushinryou"
"2986","Bamboo Blade","7.32","84058","20071002","https://myanimelist.net/anime/2986/Bamboo_Blade"
"2993","Rosario to Vampire","6.78","615825","20080103","https://myanimelist.net/anime/2993/Rosario_to_Vampire"
"3138","Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.","7.05","3674","20060726","https://myanimelist.net/anime/3138/Solty_Rei__Surechigau_Kimochi_de_Omoi_Au_Kokoro_de"
"3230","Druaga no Tou: The Aegis of Uruk","7.15","110846","20080405","https://myanimelist.net/anime/3230/Druaga_no_Tou__The_Aegis_of_Uruk"
"3231","Gunslinger Girl: Il Teatrino","7.14","56797","20080107","https://myanimelist.net/anime/3231/Gunslinger_Girl__Il_Teatrino"
"3234","009-1: R&B","6.30","4783","20070425","https://myanimelist.net/anime/3234/009-1__R_B"
"3266","Ai Yori Aoshi: Enishi - Miyuki","6.92","16994","20031231","https://myanimelist.net/anime/3266/Ai_Yori_Aoshi__Enishi_-_Miyuki"
"3268","Mai-Otome 0: S.ifr","7.37","13723","20080221","https://myanimelist.net/anime/3268/Mai-Otome_0__Sifr"
"3269",".hack//G.U. Trilogy","7.11","30719","20071222","https://myanimelist.net/anime/3269/hack__GU_Trilogy"
"3342","Mnemosyne: Mnemosyne no Musume-tachi","7.29","166682","20080204","https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi"
"3349","Kiddy GiRL-AND","6.86","16856","20091016","https://myanimelist.net/anime/3349/Kiddy_GiRL-AND"
"3407","Blassreiter","6.91","78262","20080406","https://myanimelist.net/anime/3407/Blassreiter"
"3519","Garakuta-doori no Stain","6.50","1237","20030106","https://myanimelist.net/anime/3519/Garakuta-doori_no_Stain"
"3571","Mach GoGoGo (1997)","6.29","3506","19970109","https://myanimelist.net/anime/3571/Mach_GoGoGo_1997"
"3588","Soul Eater","7.84","1425906","20080407","https://myanimelist.net/anime/3588/Soul_Eater"
"3653","Kurogane no Linebarrels","6.92","40581","20081003","https://myanimelist.net/anime/3653/Kurogane_no_Linebarrels"
"3655","Nabari no Ou","7.27","156821","20080407","https://myanimelist.net/anime/3655/Nabari_no_Ou"
"3667","Strike Witches","6.97","157489","20080704","https://myanimelist.net/anime/3667/Strike_Witches"
"3784","Evangelion: 2.0 You Can (Not) Advance","8.33","448815","20090727","https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance"
"3785","Evangelion: 3.0 You Can (Not) Redo","7.62","360047","20121117","https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo"
"3791","Air Gear Special","7.28","44703","20070321","https://myanimelist.net/anime/3791/Air_Gear_Special"
"3887","Ookiku Furikabutte: Kihon no Kihon","7.25","12299","20080227","https://myanimelist.net/anime/3887/Ookiku_Furikabutte__Kihon_no_Kihon"
"3901","Baccano! Specials","8.11","165603","20080227","https://myanimelist.net/anime/3901/Baccano_Specials"
"3956","Shakugan no Shana-tan II (Second)","7.19","40497","20080125","https://myanimelist.net/anime/3956/Shakugan_no_Shana-tan_II_Second"
"3974","Tetsuwan Birdy Decode","7.44","87545","20080705","https://myanimelist.net/anime/3974/Tetsuwan_Birdy_Decode"
"3990","Kumo to Tulip","5.69","1972","19430415","https://myanimelist.net/anime/3990/Kumo_to_Tulip"
"4028","Slayers Revolution","7.26","34671","20080703","https://myanimelist.net/anime/4028/Slayers_Revolution"
"4063","Sekirei","7.07","367536","20080702","https://myanimelist.net/anime/4063/Sekirei"
"4087","Michiko to Hatchin","7.84","172369","20081016","https://myanimelist.net/anime/4087/Michiko_to_Hatchin"
"4106","Trigun: Badlands Rumble","7.95","122630","20100402","https://myanimelist.net/anime/4106/Trigun__Badlands_Rumble"
"4155","One Piece Film: Strong World","8.13","204252","20091212","https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World"
"4182","Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita","7.55","130210","20080326","https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita"
"4186","Chrome Shelled Regios","7.31","195259","20090111","https://myanimelist.net/anime/4186/Chrome_Shelled_Regios"
"4196","Ikkitousen: Great Guardians","6.75","59378","20080611","https://myanimelist.net/anime/4196/Ikkitousen__Great_Guardians"
"4214","Rosario to Vampire: Capu2","6.93","379850","20081002","https://myanimelist.net/anime/4214/Rosario_to_Vampire__Capu2"
"4246","Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai","7.15","43115","20090425","https://myanimelist.net/anime/4246/Koukyoushihen_Eureka_Seven__Pocket_ga_Niji_de_Ippai"
"4382","Suzumiya Haruhi no Yuuutsu (2009)","7.22","475248","20090522","https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009"
"4415","World Destruction: Sekai Bokumetsu no Rokunin","6.96","49258","20080708","https://myanimelist.net/anime/4415/World_Destruction__Sekai_Bokumetsu_no_Rokunin"
"4450","Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza","6.53","10317","20040528","https://myanimelist.net/anime/4450/Chrno_Crusade__Az_demo_Wakaru_Chrno_Crusade_Kouza"
"4472","Lucky<U+2606>Star: Original na Visual to Animation","7.81","123296","20080926","https://myanimelist.net/anime/4472/Lucky<U+2606>Star__Original_na_Visual_to_Animation"
"4581","Shikabane Hime: Aka","7.21","113543","20081002","https://myanimelist.net/anime/4581/Shikabane_Hime__Aka"
"4618","RideBack","7.28","44699","20090112","https://myanimelist.net/anime/4618/RideBack"
"4654","Toaru Majutsu no Index","7.39","721819","20081005","https://myanimelist.net/anime/4654/Toaru_Majutsu_no_Index"
"4725","Ga-Rei: Zero","7.61","221192","20081006","https://myanimelist.net/anime/4725/Ga-Rei__Zero"
"4726","Druaga no Tou: The Sword of Uruk","7.21","70219","20090109","https://myanimelist.net/anime/4726/Druaga_no_Tou__The_Sword_of_Uruk"
"4765","Gunslinger Girl: Il Teatrino OVA","6.99","21973","20081024","https://myanimelist.net/anime/4765/Gunslinger_Girl__Il_Teatrino_OVA"
"4798","Druaga no Tou: The Aegis of Uruk - Jil no Bouken","7.11","14248","20080404","https://myanimelist.net/anime/4798/Druaga_no_Tou__The_Aegis_of_Uruk_-_Jil_no_Bouken"
"4884","Tales of the Abyss","7.29","115965","20081003","https://myanimelist.net/anime/4884/Tales_of_the_Abyss"
"4898","Kuroshitsuji","7.69","1036097","20081003","https://myanimelist.net/anime/4898/Kuroshitsuji"
"4901","Black Lagoon: Roberta's Blood Trail","8.03","246803","20100627","https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail"
"4938","Tsubasa: Shunraiki","8.11","58252","20090317","https://myanimelist.net/anime/4938/Tsubasa__Shunraiki"
"4970","Afro Samurai: Resurrection","7.34","92078","20090125","https://myanimelist.net/anime/4970/Afro_Samurai__Resurrection"
"4975","ChäoS;HEAd","6.33","271439","20081009","https://myanimelist.net/anime/4975/ChäoS_HEAd"
"4981","Casshern Sins","7.52","146913","20081002","https://myanimelist.net/anime/4981/Casshern_Sins"
"5020","Zettai Shougeki: Platonic Heart","4.62","15747","20081029","https://myanimelist.net/anime/5020/Zettai_Shougeki__Platonic_Heart"
"5034","Shikabane Hime: Kuro","7.29","71916","20090101","https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro"
"5060","Hetalia Axis Powers","7.31","239873","20090124","https://myanimelist.net/anime/5060/Hetalia_Axis_Powers"
"5072","Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo","6.84","9049","20080924","https://myanimelist.net/anime/5072/Dragonaut__The_Resonance_-_Kotou_-_Tozasareta_Kyousoo"
"5074","Tetsuwan Birdy Decode:02","7.73","48025","20090110","https://myanimelist.net/anime/5074/Tetsuwan_Birdy_Decode_02"
"5114","Fullmetal Alchemist: Brotherhood","9.15","2778901","20090405","https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood"
"5118","Suzumiya Haruhi-chan no Yuuutsu","7.47","94586","20090214","https://myanimelist.net/anime/5118/Suzumiya_Haruhi-chan_no_Yuuutsu"
"5163","Code Geass: Hangyaku no Lelouch R2 Picture Drama","7.08","35140","20080822","https://myanimelist.net/anime/5163/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama"
"5220","Shangri-La","7.05","55088","20090406","https://myanimelist.net/anime/5220/Shangri-La"
"5233","Slayers Evolution-R","7.40","30032","20090112","https://myanimelist.net/anime/5233/Slayers_Evolution-R"
"5277","Sekirei: Pure Engagement","7.31","218824","20100704","https://myanimelist.net/anime/5277/Sekirei__Pure_Engagement"
"5279","Sekirei: Hajimete no Otsukai","7.06","51930","20090325","https://myanimelist.net/anime/5279/Sekirei__Hajimete_no_Otsukai"
"5333","Ikkitousen: Great Guardians Specials","6.57","17005","20080930","https://myanimelist.net/anime/5333/Ikkitousen__Great_Guardians_Specials"
"5341","Ookami to Koushinryou II","8.33","439354","20090709","https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II"
"5355","Sengoku Basara","7.36","149512","20090402","https://myanimelist.net/anime/5355/Sengoku_Basara"
"5501","Gun x Sword-san","5.69","2908","20051021","https://myanimelist.net/anime/5501/Gun_x_Sword-san"
"5630","Higashi no Eden","7.79","515796","20090410","https://myanimelist.net/anime/5630/Higashi_no_Eden"
"5681","Summer Wars","8.05","471214","20090801","https://myanimelist.net/anime/5681/Summer_Wars"
"5682","Phantom: Requiem for the Phantom","7.97","303103","20090403","https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom"
"5781","Isekai no Seikishi Monogatari","7.79","177590","20090522","https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari"
"5940","Seiken no Blacksmith","6.70","165270","20091003","https://myanimelist.net/anime/5940/Seiken_no_Blacksmith"
"5957","Nyoro-n Churuya-san","6.51","28529","20090213","https://myanimelist.net/anime/5957/Nyoro-n_Churuya-san"
"5958","Sora no Otoshimono","7.30","433966","20091005","https://myanimelist.net/anime/5958/Sora_no_Otoshimono"
"5998","Hottarake no Shima: Haruka to Mahou no Kagami","7.35","8997","20090822","https://myanimelist.net/anime/5998/Hottarake_no_Shima__Haruka_to_Mahou_no_Kagami"
"6007","Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu","7.88","152107","20090430","https://myanimelist.net/anime/6007/Ookami_to_Koushinryou_II__Ookami_to_Kohakuiro_no_Yuuutsu"
"6033","Dragon Ball Kai","7.71","327120","20090405","https://myanimelist.net/anime/6033/Dragon_Ball_Kai"
"6046","Tales of Vesperia: The First Strike","7.59","46496","20091003","https://myanimelist.net/anime/6046/Tales_of_Vesperia__The_First_Strike"
"6114","Rainbow: Nisha Rokubou no Shichinin","8.50","349183","20100407","https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin"
"6166","Asobi ni Iku yo!","6.61","180216","20100711","https://myanimelist.net/anime/6166/Asobi_ni_Iku_yo"
"6213","Toaru Kagaku no Railgun","7.69","537153","20091003","https://myanimelist.net/anime/6213/Toaru_Kagaku_no_Railgun"
"6291","Full Metal Panic! The Second Raid Episode 00","7.40","36809","20050706","https://myanimelist.net/anime/6291/Full_Metal_Panic_The_Second_Raid_Episode_00"
"6324","Omamori Himari","6.87","221232","20100107","https://myanimelist.net/anime/6324/Omamori_Himari"
"6330","Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!","6.62","12871","20060125","https://myanimelist.net/anime/6330/Shakugan_no_Shana__Friagne___Marianne_no_Naze_Nani_Shana_Nandemo_Shitsumonbako"
"6344","Shikabane Hime: Kuro – Soredemo, Hito to Shite","6.97","14330","20090805","https://myanimelist.net/anime/6344/Shikabane_Hime__Kuro_–_Soredemo_Hito_to_Shite"
"6347","Baka to Test to Shoukanjuu","7.55","581784","20100107","https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu"
"6372","Higashi no Eden Movie I: The King of Eden","7.57","157768","20091128","https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden"
"6380","Tetsuwan Birdy Decode: The Cipher","7.28","20451","20090722","https://myanimelist.net/anime/6380/Tetsuwan_Birdy_Decode__The_Cipher"
"6381","Strike Witches 2","7.30","78081","20100708","https://myanimelist.net/anime/6381/Strike_Witches_2"
"6421","Fullmetal Alchemist: Brotherhood Specials","8.01","142247","20090826","https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials"
"6572","Shakugan no Shana S","7.35","79550","20091023","https://myanimelist.net/anime/6572/Shakugan_no_Shana_S"
"6573","Darker than Black: Ryuusei no Gemini","7.45","381734","20091009","https://myanimelist.net/anime/6573/Darker_than_Black__Ryuusei_no_Gemini"
"6581","Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!","7.18","12182","20100106","https://myanimelist.net/anime/6581/Sengoku_Basara__Setonai_no_Gekitotsu_Hi_wo_Fuku_Umi_no_Daiyousai_-_Fugaku"
"6610","Ibara no Ou","6.93","67062","20091009","https://myanimelist.net/anime/6610/Ibara_no_Ou"
"6634","Sengoku Basara Ni","7.53","64930","20100711","https://myanimelist.net/anime/6634/Sengoku_Basara_Ni"
"6637","Higashi no Eden Movie II: Paradise Lost","7.60","135260","20100313","https://myanimelist.net/anime/6637/Higashi_no_Eden_Movie_II__Paradise_Lost"
"6702","Fairy Tail","7.59","1542516","20091012","https://myanimelist.net/anime/6702/Fairy_Tail"
"6707","Kuroshitsuji II","7.17","505784","20100702","https://myanimelist.net/anime/6707/Kuroshitsuji_II"
"6709","Ai Yori Aoshi: Yumegatari","6.77","10083","20020401","https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari"
"6747","Dance in the Vampire Bund","7.02","207604","20100107","https://myanimelist.net/anime/6747/Dance_in_the_Vampire_Bund"
"6773","Shakugan no Shana III (Final)","7.53","220932","20111008","https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final"
"6793","Kuroshitsuji: Sono Shitsuji, Kougyou","7.53","104702","20090930","https://myanimelist.net/anime/6793/Kuroshitsuji__Sono_Shitsuji_Kougyou"
"6880","Deadman Wonderland","7.18","1095481","20110417","https://myanimelist.net/anime/6880/Deadman_Wonderland"
"6884","Ookami to Koushinryou II: Holo no Short Anime","7.06","55832","20091007","https://myanimelist.net/anime/6884/Ookami_to_Koushinryou_II__Holo_no_Short_Anime"
"6927","Higashi no Eden: Air Communication","7.59","31875","20090926","https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication"
"6979","Shukufuku no Campanella","6.29","29659","20100703","https://myanimelist.net/anime/6979/Shukufuku_no_Campanella"
"7058","Uragiri wa Boku no Namae wo Shitteiru","7.22","91221","20100412","https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru"
"7279","TO","6.35","5302","20091002","https://myanimelist.net/anime/7279/TO"
"7311","Suzumiya Haruhi no Shoushitsu","8.62","547521","20100206","https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu"
"7337","Hetalia Axis Powers Movie: Paint it, White","7.09","56273","20100605","https://myanimelist.net/anime/7337/Hetalia_Axis_Powers_Movie__Paint_it_White"
"7338","Darker than Black: Kuro no Keiyakusha Gaiden","7.94","237925","20100127","https://myanimelist.net/anime/7338/Darker_than_Black__Kuro_no_Keiyakusha_Gaiden"
"7375","Shakugan no Shana-tan S","6.87","23154","20091023","https://myanimelist.net/anime/7375/Shakugan_no_Shana-tan_S"
"7540","Kurogane no Linebarrels Specials","6.55","4929","20090826","https://myanimelist.net/anime/7540/Kurogane_no_Linebarrels_Specials"
"7580","Ikkitousen: Xtreme Xecutor","6.75","45207","20100326","https://myanimelist.net/anime/7580/Ikkitousen__Xtreme_Xecutor"
"7724","Shiki","7.75","528091","20100709","https://myanimelist.net/anime/7724/Shiki"
"7769","Ookami-san to Shichinin no Nakama-tachi","7.19","256171","20100701","https://myanimelist.net/anime/7769/Ookami-san_to_Shichinin_no_Nakama-tachi"
"7785","Yojouhan Shinwa Taikei","8.58","377217","20100423","https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei"
"7805","Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai","6.64","39578","20091224","https://myanimelist.net/anime/7805/Baka_to_Test_to_Shoukanjuu__Mondai_-_Christmas_ni_Tsuite_Kotae_Nasai"
"7817","B-gata H-kei","6.89","355387","20100402","https://myanimelist.net/anime/7817/B-gata_H-kei"
"7857","Mini Sengoku Basara: Chousokabe-kun to Mouri-kun","6.74","5109","20090701","https://myanimelist.net/anime/7857/Mini_Sengoku_Basara__Chousokabe-kun_to_Mouri-kun"
"7858","Sora no Otoshimono: Project Pink","7.39","101370","20100909","https://myanimelist.net/anime/7858/Sora_no_Otoshimono__Project_Pink"
"7870","Baka to Test to Shoukanjuu Specials","7.29","46410","20100423","https://myanimelist.net/anime/7870/Baka_to_Test_to_Shoukanjuu_Specials"
"7902","Fullmetal Alchemist: Brotherhood - 4-Koma Theater","7.48","55487","20090826","https://myanimelist.net/anime/7902/Fullmetal_Alchemist__Brotherhood_-_4-Koma_Theater"
"8063","Sekaiichi Hatsukoi OVA","7.90","65350","20110322","https://myanimelist.net/anime/8063/Sekaiichi_Hatsukoi_OVA"
"8086","Densetsu no Yuusha no Densetsu","7.55","270867","20100702","https://myanimelist.net/anime/8086/Densetsu_no_Yuusha_no_Densetsu"
"8098","Soukyuu no Fafner: Dead Aggressor - Heaven and Earth","7.38","13274","20101225","https://myanimelist.net/anime/8098/Soukyuu_no_Fafner__Dead_Aggressor_-_Heaven_and_Earth"
"8129","Kuragehime","8.12","207304","20101015","https://myanimelist.net/anime/8129/Kuragehime"
"8407","Sora no Otoshimono: Forte","7.49","267854","20101002","https://myanimelist.net/anime/8407/Sora_no_Otoshimono__Forte"
"8425","Gosick","8.07","482305","20110108","https://myanimelist.net/anime/8425/Gosick"
"8440","Black Lagoon Omake","6.79","57310","20091223","https://myanimelist.net/anime/8440/Black_Lagoon_Omake"
